timestamp,elapsed_s,state,target_found,target_x_norm,detection_count,yaw_command_deg,event
2026-03-17 19:48:25,0.000,SEARCH,0,,0,,START_AUTONOMY
2026-03-17 19:48:25,45.491,SEARCH,0,,0,6.0000,
2026-03-17 19:48:25,45.528,SEARCH,0,,0,,
2026-03-17 19:48:25,45.544,SEARCH,0,,0,,
2026-03-17 19:48:25,45.570,SEARCH,0,,0,,
2026-03-17 19:48:25,45.599,SEARCH,0,,0,,
2026-03-17 19:48:25,45.629,SEARCH,0,,0,,
2026-03-17 19:48:25,45.661,SEARCH,0,,0,,
2026-03-17 19:48:25,45.693,SEARCH,0,,0,,
2026-03-17 19:48:25,45.724,SEARCH,0,,0,,
2026-03-17 19:48:25,45.756,SEARCH,0,,0,,
2026-03-17 19:48:26,45.807,SEARCH,0,,0,,
2026-03-17 19:48:26,45.838,SEARCH,0,,0,,
2026-03-17 19:48:26,45.874,SEARCH,0,,0,6.0000,
2026-03-17 19:48:26,45.907,SEARCH,0,,0,,
2026-03-17 19:48:26,45.935,SEARCH,0,,0,,
2026-03-17 19:48:26,45.968,SEARCH,0,,0,,
2026-03-17 19:48:26,45.998,SEARCH,0,,0,,
2026-03-17 19:48:26,46.030,SEARCH,0,,0,,
2026-03-17 19:48:26,46.062,SEARCH,0,,0,,
2026-03-17 19:48:26,46.093,SEARCH,0,,0,,
2026-03-17 19:48:26,46.129,SEARCH,0,,0,,
2026-03-17 19:48:26,46.157,SEARCH,0,,0,,
2026-03-17 19:48:26,46.189,SEARCH,0,,0,,
2026-03-17 19:48:26,46.222,SEARCH,0,,0,,
2026-03-17 19:48:26,46.286,SEARCH,0,,0,6.0000,
2026-03-17 19:48:26,46.322,SEARCH,0,,0,,
2026-03-17 19:48:26,46.339,SEARCH,0,,0,,
2026-03-17 19:48:26,46.355,SEARCH,0,,0,,
2026-03-17 19:48:26,46.398,SEARCH,0,,0,,
2026-03-17 19:48:26,46.430,SEARCH,0,,0,,
2026-03-17 19:48:26,46.462,SEARCH,0,,0,,
2026-03-17 19:48:26,46.494,SEARCH,0,,0,,
2026-03-17 19:48:26,46.527,SEARCH,0,,0,,
2026-03-17 19:48:26,46.557,SEARCH,0,,0,,
2026-03-17 19:48:26,46.589,SEARCH,0,,0,,
2026-03-17 19:48:26,46.621,SEARCH,0,,0,,
2026-03-17 19:48:26,46.686,SEARCH,0,,0,6.0000,
2026-03-17 19:48:26,46.718,SEARCH,0,,0,,
2026-03-17 19:48:26,46.753,SEARCH,0,,0,,
2026-03-17 19:48:27,46.783,SEARCH,0,,0,,
2026-03-17 19:48:27,46.814,SEARCH,0,,0,,
2026-03-17 19:48:27,46.846,SEARCH,0,,0,,
2026-03-17 19:48:27,46.879,SEARCH,0,,0,,
2026-03-17 19:48:27,46.913,SEARCH,0,,0,,
2026-03-17 19:48:27,46.923,SEARCH,0,,0,,
2026-03-17 19:48:27,46.958,SEARCH,0,,0,,
2026-03-17 19:48:27,46.990,SEARCH,0,,0,,
2026-03-17 19:48:27,47.022,SEARCH,0,,0,,
2026-03-17 19:48:27,47.088,SEARCH,0,,0,6.0000,
2026-03-17 19:48:27,47.117,SEARCH,0,,0,,
2026-03-17 19:48:27,47.148,SEARCH,0,,0,,
2026-03-17 19:48:27,47.184,SEARCH,0,,0,,
2026-03-17 19:48:27,47.215,SEARCH,0,,0,,
2026-03-17 19:48:27,47.246,SEARCH,0,,0,,
2026-03-17 19:48:27,47.277,SEARCH,0,,0,,
2026-03-17 19:48:27,47.310,SEARCH,0,,0,,
2026-03-17 19:48:27,47.342,SEARCH,0,,0,,
2026-03-17 19:48:27,47.374,SEARCH,0,,0,,
2026-03-17 19:48:27,47.405,SEARCH,0,,0,,
2026-03-17 19:48:27,47.438,SEARCH,0,,0,6.0000,
2026-03-17 19:48:27,47.470,SEARCH,0,,0,,
2026-03-17 19:48:27,47.503,SEARCH,0,,0,,
2026-03-17 19:48:27,47.552,SEARCH,0,,0,,
2026-03-17 19:48:27,47.583,SEARCH,0,,0,,
2026-03-17 19:48:27,47.615,SEARCH,0,,0,,
2026-03-17 19:48:27,47.649,SEARCH,0,,0,,
2026-03-17 19:48:27,47.678,SEARCH,0,,0,,
2026-03-17 19:48:27,47.711,SEARCH,0,,0,,
2026-03-17 19:48:27,47.744,SEARCH,0,,0,,
2026-03-17 19:48:28,47.773,SEARCH,0,,0,,
2026-03-17 19:48:28,47.806,SEARCH,0,,0,6.0000,
2026-03-17 19:48:28,47.840,SEARCH,0,,0,,
2026-03-17 19:48:28,47.870,SEARCH,0,,0,,
2026-03-17 19:48:28,47.902,SEARCH,0,,0,,
2026-03-17 19:48:28,47.936,SEARCH,0,,0,,
2026-03-17 19:48:28,47.967,SEARCH,0,,0,,
2026-03-17 19:48:28,48.000,SEARCH,0,,0,,
2026-03-17 19:48:28,48.032,SEARCH,0,,0,,
2026-03-17 19:48:28,48.066,SEARCH,0,,0,,
2026-03-17 19:48:28,48.111,SEARCH,0,,0,,
2026-03-17 19:48:28,48.143,SEARCH,0,,0,,
2026-03-17 19:48:28,48.176,SEARCH,0,,0,6.0000,
2026-03-17 19:48:28,48.208,SEARCH,0,,0,,
2026-03-17 19:48:28,48.240,SEARCH,0,,0,,
2026-03-17 19:48:28,48.273,SEARCH,0,,0,,
2026-03-17 19:48:28,48.301,SEARCH,0,,0,,
2026-03-17 19:48:28,48.335,SEARCH,0,,0,,
2026-03-17 19:48:28,48.367,SEARCH,0,,0,,
2026-03-17 19:48:28,48.399,SEARCH,0,,0,,
2026-03-17 19:48:28,48.431,SEARCH,0,,0,,
2026-03-17 19:48:28,48.465,SEARCH,0,,0,,
2026-03-17 19:48:28,48.497,SEARCH,0,,0,,
2026-03-17 19:48:28,48.530,SEARCH,0,,0,6.0000,
2026-03-17 19:48:28,48.560,SEARCH,0,,0,,
2026-03-17 19:48:28,48.590,SEARCH,0,,0,,
2026-03-17 19:48:28,48.622,SEARCH,0,,0,,
2026-03-17 19:48:28,48.655,SEARCH,0,,0,,
2026-03-17 19:48:28,48.702,SEARCH,0,,0,,
2026-03-17 19:48:28,48.737,SEARCH,0,,0,,
2026-03-17 19:48:29,48.769,SEARCH,0,,0,,
2026-03-17 19:48:29,48.803,SEARCH,0,,0,,
2026-03-17 19:48:29,48.832,SEARCH,0,,0,,
2026-03-17 19:48:29,48.863,SEARCH,0,,0,,
2026-03-17 19:48:29,48.897,SEARCH,0,,0,6.0000,
2026-03-17 19:48:29,48.926,SEARCH,0,,0,,
2026-03-17 19:48:29,48.963,SEARCH,0,,0,,
2026-03-17 19:48:29,48.992,SEARCH,0,,0,,
2026-03-17 19:48:29,49.022,SEARCH,0,,0,,
2026-03-17 19:48:29,49.086,SEARCH,0,,0,,
2026-03-17 19:48:29,49.119,SEARCH,0,,0,,
2026-03-17 19:48:29,49.151,SEARCH,0,,0,,
2026-03-17 19:48:29,49.182,SEARCH,0,,0,,
2026-03-17 19:48:29,49.214,SEARCH,0,,0,,
2026-03-17 19:48:29,49.223,SEARCH,0,,0,,
2026-03-17 19:48:29,49.267,SEARCH,0,,0,6.0000,
2026-03-17 19:48:29,49.296,SEARCH,0,,0,,
2026-03-17 19:48:29,49.328,SEARCH,0,,0,,
2026-03-17 19:48:29,49.360,SEARCH,0,,0,,
2026-03-17 19:48:29,49.391,SEARCH,0,,0,,
2026-03-17 19:48:29,49.422,SEARCH,0,,0,,
2026-03-17 19:48:29,49.488,SEARCH,0,,0,,
2026-03-17 19:48:29,49.519,SEARCH,0,,0,,
2026-03-17 19:48:29,49.551,SEARCH,0,,0,,
2026-03-17 19:48:29,49.585,SEARCH,0,,0,,
2026-03-17 19:48:29,49.619,SEARCH,0,,0,6.0000,
2026-03-17 19:48:29,49.649,SEARCH,0,,0,,
2026-03-17 19:48:29,49.679,SEARCH,0,,0,,
2026-03-17 19:48:29,49.712,SEARCH,0,,0,,
2026-03-17 19:48:29,49.744,SEARCH,0,,0,,
2026-03-17 19:48:30,49.774,SEARCH,0,,0,,
2026-03-17 19:48:30,49.812,SEARCH,0,,0,,
2026-03-17 19:48:30,49.820,SEARCH,0,,0,,
2026-03-17 19:48:30,49.888,SEARCH,0,,0,,
2026-03-17 19:48:30,49.919,SEARCH,0,,0,,
2026-03-17 19:48:30,49.950,SEARCH,0,,0,,
2026-03-17 19:48:30,49.982,SEARCH,0,,0,6.0000,
2026-03-17 19:48:30,50.018,SEARCH,0,,0,,
2026-03-17 19:48:30,50.054,SEARCH,0,,0,,
2026-03-17 19:48:30,50.082,SEARCH,0,,0,,
2026-03-17 19:48:30,50.111,SEARCH,0,,0,,
2026-03-17 19:48:30,50.143,SEARCH,0,,0,,
2026-03-17 19:48:30,50.174,SEARCH,0,,0,,
2026-03-17 19:48:30,50.208,SEARCH,0,,0,,
2026-03-17 19:48:30,50.238,SEARCH,0,,0,,
2026-03-17 19:48:30,50.273,SEARCH,0,,0,,
2026-03-17 19:48:30,50.305,SEARCH,0,,0,,
2026-03-17 19:48:30,50.335,SEARCH,0,,0,6.0000,
2026-03-17 19:48:30,50.371,SEARCH,0,,0,,
2026-03-17 19:48:30,50.405,SEARCH,0,,0,,
2026-03-17 19:48:30,50.448,SEARCH,0,,0,,
2026-03-17 19:48:30,50.483,SEARCH,0,,0,,
2026-03-17 19:48:30,50.513,SEARCH,0,,0,,
2026-03-17 19:48:30,50.544,SEARCH,0,,0,,
2026-03-17 19:48:30,50.577,SEARCH,0,,0,,
2026-03-17 19:48:30,50.608,SEARCH,0,,0,,
2026-03-17 19:48:30,50.638,SEARCH,0,,0,,
2026-03-17 19:48:30,50.671,SEARCH,0,,0,,
2026-03-17 19:48:30,50.704,SEARCH,0,,0,6.0000,
2026-03-17 19:48:30,50.734,SEARCH,0,,0,,
2026-03-17 19:48:30,50.766,SEARCH,0,,0,,
2026-03-17 19:48:31,50.799,SEARCH,0,,0,,
2026-03-17 19:48:31,50.832,SEARCH,0,,0,,
2026-03-17 19:48:31,50.863,SEARCH,0,,0,,
2026-03-17 19:48:31,50.896,SEARCH,0,,0,,
2026-03-17 19:48:31,50.926,SEARCH,0,,0,,
2026-03-17 19:48:31,50.959,SEARCH,0,,0,,
2026-03-17 19:48:31,51.008,SEARCH,0,,0,,
2026-03-17 19:48:31,51.039,SEARCH,0,,0,,
2026-03-17 19:48:31,51.073,SEARCH,0,,0,6.0000,
2026-03-17 19:48:31,51.105,SEARCH,0,,0,,
2026-03-17 19:48:31,51.135,SEARCH,0,,0,,
2026-03-17 19:48:31,51.166,SEARCH,0,,0,,
2026-03-17 19:48:31,51.200,SEARCH,0,,0,,
2026-03-17 19:48:31,51.231,SEARCH,0,,0,,
2026-03-17 19:48:31,51.265,SEARCH,0,,0,,
2026-03-17 19:48:31,51.297,SEARCH,0,,0,,
2026-03-17 19:48:31,51.330,SEARCH,0,,0,,
